Symbol,Company,Industry
ASX,Advanced Semiconductor Engnrng Inc (ADR),Semiconductors & Semiconductor Equipment
ASYS,"Amtech Systems, Inc.",Semiconductors & Semiconductor Equipment
ATCH,AirTouch Communications Inc,Communications Equipment
ATEA,Astea International Inc.,Software
ATEL,"American Telecom Services, Inc.",Communications Equipment
ATEN,A10 Networks Inc,Software
ATEYY,Advantest Corp (ADR),Semiconductors & Semiconductor Equipment
ATGN,"AltiGen Communications, Inc.",Communications Equipment
ATHI,American Transportation Holdings Inc,Software
ATHM,Autohome Inc (ADR),Internet Software & Services
ATOM,Atomera Inc,Semiconductors & Semiconductor Equipment
ATTU,Attunity Ltd,Software
ATVI,"Activision Blizzard, Inc.",Software
ATYG,Atlas Technology Group Inc,IT Services
AUDC,AudioCodes Ltd.,Communications Equipment
AUO,AU Optronics Corp (ADR),"Electronic Equipment, Instruments & Components"
AUTO,Autoweb Inc,Internet Software & Services
AVGO,Broadcom Ltd,Semiconductors & Semiconductor Equipment
AVID,"Avid Technology, Inc.","Technology Hardware, Storage & Peripherals"
AVNW,Aviat Networks Inc,Communications Equipment
AVNY,Manaris 2010 Corp,"Electronic Equipment, Instruments & Components"
AVOI,Advanced Voice Recognition Systems Inc,Software
AVRI,Averox Inc,IT Services
AVSR,Avistar Communications Corporation,Communications Equipment
AVT,"Avnet, Inc.","Electronic Equipment, Instruments & Components"
AVX,AVX Corporation,"Electronic Equipment, Instruments & Components"
AWRE,"Aware, Inc.",Software
AXCG,Eyes on The Go Inc,Internet Software & Services
AXE,Anixter International Inc.,"Electronic Equipment, Instruments & Components"
AXTI,AXT Inc,Semiconductors & Semiconductor Equipment
AYX,Alteryx Inc,Internet Software & Services
AZPN,"Aspen Technology, Inc.",Software
BABA,Alibaba Group Holding Ltd,Internet Software & Services
BAH,Booz Allen Hamilton Holding Corporation,IT Services
BARZ,5Barz International Inc,Communications Equipment
BB,BlackBerry Ltd,"Technology Hardware, Storage & Peripherals"
BBOX,Black Box Corporation,Communications Equipment
BCDMF,KUUHUBB INC,Software
BCNN,Balincan USA Inc,Internet Software & Services
BCOR,Blucora Inc,Internet Software & Services
BCOV,Brightcove Inc,Internet Software & Services
BCYP,Blue Calypso Inc,Internet Software & Services
BDC,Belden Inc.,"Electronic Equipment, Instruments & Components"
BDR,"Blonder Tongue Labs, Inc.",Communications Equipment
BELFA,"Bel Fuse, Inc.","Electronic Equipment, Instruments & Components"
BELFB,BEL FUSE INC CL B,"Electronic Equipment, Instruments & Components"
BESIY,BE Semiconductor Industrs NV (USA),Semiconductors & Semiconductor Equipment
BHE,"Benchmark Electronics, Inc.","Electronic Equipment, Instruments & Components"
BIDU,Baidu Inc (ADR),Internet Software & Services
BITA,Bitauto Hldg Ltd (ADR),Internet Software & Services
BKI,Black Knight Inc,IT Services
BKYI,"BIO-key International, Inc.",Software
BL,Blackline Inc,Software
BLIN,Bridgeline Digital Inc,Internet Software & Services
BLKB,"Blackbaud, Inc.",Software
BLLI,"Bell Industries, Inc.",IT Services
BMI,"Badger Meter, Inc.","Electronic Equipment, Instruments & Components"
BNFT,Benefitfocus Inc,Internet Software & Services
BNSO,Bonso Electronics International Inc.,"Electronic Equipment, Instruments & Components"
BONL,Bonal International Inc,"Electronic Equipment, Instruments & Components"
BOSC,BOS Better OnLine Sol (USA),Communications Equipment
BOX,Box Inc,Internet Software & Services
BOXL,Boxlight Corp,"Technology Hardware, Storage & Peripherals"
BR,"Broadridge Financial Solutions, Inc.",IT Services
BRKS,"Brooks Automation, Inc",Semiconductors & Semiconductor Equipment
BSMZF,BSM TECHNOLOGIES INC,Software
BSPK,Bespoke Extracts Inc,Internet Software & Services
BSQR,BSQUARE Corporation,Software
BSRC,BioSolar Inc,Semiconductors & Semiconductor Equipment
BTSR,BrightStar Information Technology Group,IT Services
BVSN,"BroadVision, Inc.",Internet Software & Services
BVTK,Bravatek Solutions Inc,"Electronic Equipment, Instruments & Components"
BWBA,BroadWebAsia Inc,Internet Software & Services
BYOC,"Beyond Commerce, Inc.",Internet Software & Services
BZUN,Baozun Inc (ADR),Internet Software & Services
CA,"CA, Inc.",Software
CACI,CACI International Inc,IT Services
CAJ,Canon Inc (ADR),"Technology Hardware, Storage & Peripherals"
CALD,Callidus Software Inc.,Software
CALX,Calix Inc,Communications Equipment
CAMP,CalAmp Corp.,Communications Equipment
CAMT,Camtek LTD.,Semiconductors & Semiconductor Equipment
CARB,Carbonite Inc,Internet Software & Services
CARS,Cars.com Inc,Internet Software & Services
CASS,Cass Information Systems,IT Services
CATI,Clone Algo Technologies Inc,Software
CATM,Cardtronics PLC,IT Services
CAVM,Cavium Inc,Semiconductors & Semiconductor Equipment
CBAK,CBAK Energy Technology Inc,"Electronic Equipment, Instruments & Components"
CBRI,CMTSU Liquidation Inc,IT Services
CCGM,China CGame Inc,Software
CCGN,Consumer Capital Group Inc,Internet Software & Services
CCIH,ChinaCache International Holdings Ltd,Internet Software & Services
CCMP,Cabot Microelectronics Corporation,Semiconductors & Semiconductor Equipment
CCRC,China Customer Relations Centers Inc,IT Services
CCTR,"China Crescent Enterprises, Inc.",IT Services
CCUR,CCUR Holdings Inc,"Technology Hardware, Storage & Peripherals"
CCWF,Church and Crawford Inc,Internet Software & Services
CCZFF,CRITICAL CTL ENERGY SVCS CORP COM,IT Services
CDEX,CDEX Inc.,"Electronic Equipment, Instruments & Components"
CDK,CDK Global Inc,Software
CDNS,Cadence Design Systems Inc,Software
CDRBQ,Code Rebel Corp,Software
CDW,CDW Corp,"Electronic Equipment, Instruments & Components"
CDWD,Cloudward Inc,Internet Software & Services
CEVA,"CEVA, Inc.",Semiconductors & Semiconductor Equipment
CGNX,Cognex Corporation,"Electronic Equipment, Instruments & Components"
CHGT,Changing Technologies Inc,IT Services
CHKP,Check Point Software Technologies Ltd.,Software
CHUBA,CommerceHub Inc,Internet Software & Services
CICC,China Internet Cafe Holdings Group Inc,Internet Software & Services
CICN,Cicero Inc,Software
CIEN,Ciena Corporation,Communications Equipment
CLDR,Cloudera Inc,Internet Software & Services
CLFD,Clearfield Inc,Communications Equipment
CLGX,Corelogic Inc,IT Services
CLIR,CLEARSIGN COMBUSTION CORP,"Electronic Equipment, Instruments & Components"
CLIS,Clickstream Corp,Software
CLOK,Cipherloc Corp,Internet Software & Services
CLRI,Cleartronic Inc,Communications Equipment
CLRO,ClearOne Incoprorated,Communications Equipment
CLS,Celestica Inc,"Electronic Equipment, Instruments & Components"
CLSI,"Clancy Systems International, Inc.","Electronic Equipment, Instruments & Components"
CLWA,Fuzebox Software Corp,Internet Software & Services
CLWD,Cloudcommerce Inc,Internet Software & Services
CMCM,Cheetah Mobile Inc (ADR),Software
CMDXF,COMPUTER MODELLING GROUP LTD,Software
CMFV,Comf5 International Inc,Internet Software & Services
CMPR,Cimpress NV,Internet Software & Services
CMTL,Comtech Telecomm. Corp.,Communications Equipment
CMXX,Cimetrix Incorporated,Software
CNDT,Conduent Inc,IT Services
CNIT,"China Information Technology, Inc.",IT Services
CNTF,China Techfaith Wireless Comm. Tech. Ltd,"Technology Hardware, Storage & Peripherals"
CNWT,"Cistera Networks, Inc.",Software
CNXN,"PC Connection, Inc.","Electronic Equipment, Instruments & Components"
CODA,"Coda Octopus Group, Inc.","Electronic Equipment, Instruments & Components"
COHR,"Coherent, Inc.","Electronic Equipment, Instruments & Components"
COHU,"Cohu, Inc.",Semiconductors & Semiconductor Equipment
COMM,Commscope Holding Company Inc,Communications Equipment
CONC,Conectisys Corp.,"Electronic Equipment, Instruments & Components"
COOL,Polarityte Inc,Software
COUP,Coupa Software Inc,Internet Software & Services
COWI,CoroWare Inc,IT Services
COYNQ,COPsync Inc,Software
CPAH,"CounterPath, Corp.",Software
CPROF,Cortelco Systems Puerto Rico Inc,"Electronic Equipment, Instruments & Components"
CPSH,CPS Technologies Corporation,"Electronic Equipment, Instruments & Components"
CPXP,Coupon Express Inc,"Technology Hardware, Storage & Peripherals"
CRAY,Cray Inc.,"Technology Hardware, Storage & Peripherals"
CRCM,Care.com Inc,Internet Software & Services
CREE,"Cree, Inc.",Semiconductors & Semiconductor Equipment
CRLI,"Circuit Research Labs, Inc.","Electronic Equipment, Instruments & Components"
CRM,"salesforce.com, inc.",Software
CRNT,Ceragon Networks Ltd,Communications Equipment
CRPT,Cubed Inc,Internet Software & Services
CRTN,Cartesian Inc,IT Services
CRTO,Criteo SA (ADR),Internet Software & Services
CRUS,"Cirrus Logic, Inc.",Semiconductors & Semiconductor Equipment
CRWG,CrowdGather Inc,Internet Software & Services
CSCO,"Cisco Systems, Inc.",Communications Equipment
CSGP,CoStar Group Inc,Internet Software & Services
CSGS,"CSG Systems International, Inc.",IT Services
CSIQ,Canadian Solar Inc.,Semiconductors & Semiconductor Equipment
CSOD,"Cornerstone OnDemand, Inc.",Internet Software & Services
CSPI,CSP Inc.,IT Services
CSRA,CSRA Inc,IT Services
CSTI,Costar Technologies Inc,"Electronic Equipment, Instruments & Components"
CSUNY,China Sunergy Co Ltd,Semiconductors & Semiconductor Equipment
CSVI,"Computer Services, Inc.",IT Services
CTG,"Computer Task Group, Inc.",IT Services
CTOP,Ceetop Inc,Internet Software & Services
CTORF,Creator Capital Ltd,Software
CTRL,Control4 Corp,"Electronic Equipment, Instruments & Components"
CTS,CTS Corporation,"Electronic Equipment, Instruments & Components"
CTSH,Cognizant Technology Solutions Corp,IT Services
CTXS,"Citrix Systems, Inc.",Software
CTXV,CTX Virtual Technologies Inc,"Technology Hardware, Storage & Peripherals"
CUI,CUI Global Inc,"Electronic Equipment, Instruments & Components"
CURM,CUR Media Inc.,Internet Software & Services
CVAS,"Creative Vistas, Inc.","Electronic Equipment, Instruments & Components"
CVAT,"Cavitation Technologies, Inc.","Electronic Equipment, Instruments & Components"
CVG,Convergys Corp,IT Services
CVLT,"CommVault Systems, Inc.",Software
CVV,CVD Equipment Corporation,Semiconductors & Semiconductor Equipment
CWRL,Cornerworld Corp,Internet Software & Services
CXDO,Crexendo Inc,Internet Software & Services
CXGP,China Xingbang Industry Group Inc,Internet Software & Services
CY,Cypress Semiconductor Corporation,Semiconductors & Semiconductor Equipment
CYBD,"Cyber Digital, Inc.",Communications Equipment
CYBE,CyberOptics Corporation,Semiconductors & Semiconductor Equipment
CYBF,Cyberfort Software Inc,Software
CYBG,Cybergy Holdings Inc,Software
CYBR,Cyberark Software Ltd,Software
CYCA,Cytta Corp,Internet Software & Services
CYNK,CYNK Technology Corp,Internet Software & Services
CYOU,Changyou.Com Ltd (ADR),Software
CYPXF,EQ INC,Internet Software & Services
CYRN,Cyren Ltd,Internet Software & Services
CYRP,CYBRA Corp,Software
CYSNF,C-COM SATELLITE SYSTEMS INC,Communications Equipment
DAIO,Data I/O Corporation,"Electronic Equipment, Instruments & Components"
DAKT,"Daktronics, Inc.","Electronic Equipment, Instruments & Components"
DASTY,Dassault Systemes SE (ADR),Software
DATA,Tableau Software Inc,Software
DBD,Diebold Nixdorf Inc,"Technology Hardware, Storage & Peripherals"
DDD,3D Systems Corporation,"Technology Hardware, Storage & Peripherals"
DEAC,Elite Data Services Inc,Internet Software & Services
DEEL,Deal a Day Group Corp,Internet Software & Services
DFTC,Defentect Group Inc,Internet Software & Services
DGII,Digi International Inc.,Communications Equipment
DGLT,Digiliti Money Group Inc,Software
DGLY,"Digital Ally, Inc.","Electronic Equipment, Instruments & Components"
DGNG,Diguang International Development Co Ltd,"Electronic Equipment, Instruments & Components"
DGNOF,DIAGNOS INC,Software
DGTW,"DigitalTown, Inc.",Internet Software & Services
DHX,DHI Group Inc,Internet Software & Services
DIGI,Digitiliti Incorporated,IT Services
DIOD,Diodes Incorporated,Semiconductors & Semiconductor Equipment
DLAD,"DealerAdvance, Inc.",Software
DLB,"Dolby Laboratories, Inc.","Electronic Equipment, Instruments & Components"
DLEXY,Datalex plc (ADR),Internet Software & Services
DLGI,"DataLogic International, Inc.",IT Services
DLOC,Digital Locations Inc,Communications Equipment
DLPN,Dolphin Entertainment Inc,Internet Software & Services
DLSC,Delsecur Corp,Software
DMRC,Digimarc Corp,Software
DNXWF,DYNEX POWER INC,Semiconductors & Semiconductor Equipment
DOX,Amdocs Limited,IT Services
DPSI,DecisionPoint Systems Inc,IT Services
DPSM,3D Pioneer Systems Inc,Software
DQ,Daqo New Energy Corp,Semiconductors & Semiconductor Equipment
DRSV,"Debt Resolve, Inc.",Internet Software & Services
DSGX,Descartes Systems Group Inc (USA),Software
DSNY,Destiny Media Technologies Inc,Software
DSPG,"DSP Group, Inc.",Semiconductors & Semiconductor Equipment
DSS,"Document Security Systems, Inc.",Software
DST,"DST Systems, Inc.",IT Services
DSWL,"Deswell Industries, Inc.","Electronic Equipment, Instruments & Components"
DTRM,Determine Inc,Internet Software & Services
DTST,Data Storage Corp,IT Services
DVMT,Dell Technologies Inc,Software
DWCH,Datawatch Corporation,Software
DXC,DXC Technology Co,IT Services
DYNE,"DynTek, Inc",IT Services
DYSL,Dynasil Corporation of America,"Electronic Equipment, Instruments & Components"
DZSI,DASAN Zhone Solutions Inc,Communications Equipment
EA,Electronic Arts Inc.,Software
EACO,EACO Corp,"Electronic Equipment, Instruments & Components"
EBAY,eBay Inc,Internet Software & Services
EBIX,Ebix Inc,Software
ECOM,ChannelAdvisor Corp,Internet Software & Services
EDGW,Edgewater Technology Inc.,IT Services
EDIG,e.Digital Corporation,"Technology Hardware, Storage & Peripherals"
EEFT,"Euronet Worldwide, Inc.",IT Services
EFCT,EFactor Group Corp,Internet Software & Services
EFII,"Electronics For Imaging, Inc.","Technology Hardware, Storage & Peripherals"
EGAN,eGain Corp,Internet Software & Services
EGHSF,ENGHOUSE SYSTEMS LTD,Software
EGHT,"8x8, Inc.",Software
EGOV,NIC Inc.,Internet Software & Services
EIGI,Endurance International Group Hldgs Inc,Internet Software & Services
EINF,Enterprise Informatics Inc.,Software
EKCS,"Electronic Control Security, Inc.","Electronic Equipment, Instruments & Components"
ELAY,"eLayaway, Inc.",Internet Software & Services
ELCO,"Elcom International, Inc.",Internet Software & Services
ELLI,Ellie Mae Inc,Software
ELON,Echelon Corporation,"Electronic Equipment, Instruments & Components"
ELRE,Yinfu Gold Corp,Internet Software & Services
ELSE,"Electro-Sensors, Inc.","Electronic Equipment, Instruments & Components"
ELST,"Electronic Systems Technology, Inc.",Communications Equipment
ELTK,Eltek Ltd.,"Electronic Equipment, Instruments & Components"
ELXS,ELXSI Corporation,"Electronic Equipment, Instruments & Components"
EMAN,eMagin Corporation,"Electronic Equipment, Instruments & Components"
EMKR,EMCORE Corporation,Communications Equipment
EMQU,Em Quantum Technologies Inc,Software
ENAFF,ENABLENCE TECHNOLOGIES INC,Communications Equipment
ENHT,enherent Corp.,IT Services
ENTG,Entegris Inc,Semiconductors & Semiconductor Equipment
ENV,Envestnet Inc,Internet Software & Services
EPAM,EPAM Systems Inc,IT Services
EPAY,Bottomline Technologies,Software
EPAZ,Epazz Inc,Internet Software & Services
ERIC,Telefonaktiebolaget LM Ericsson,Communications Equipment
ERMS,"eRoomSystem Technologies, Inc.","Electronic Equipment, Instruments & Components"
ESCC,Evans & Sutherland Computer Corp,"Electronic Equipment, Instruments & Components"
ESCU,Edoorways International Corp,Internet Software & Services
ESIO,"Electro Scientific Industries, Inc.","Electronic Equipment, Instruments & Components"
ESNR,"Electronic Sensor Technology, Inc.","Electronic Equipment, Instruments & Components"
ESPAF,ESPIAL GROUP INC,Software
ETCIA,"Electronic Tele-Communications, Inc.",Communications Equipment
ETEC,"Emtec, Inc.",IT Services
EVBG,Everbridge Inc,Software
EVOL,Evolving Systems Inc,Software
EVRI,Everi Holdings Inc,IT Services
EVTC,Evertec Inc,IT Services
EVTI,Eventure Interactive Inc,Internet Software & Services
EVTZF,EVERTZ TECHNOLOGIES LTD,"Electronic Equipment, Instruments & Components"
EXBX,Exobox Technologies Corp,Software
EXCC,Excel Corp,IT Services
EXFO,Exfo Inc,Communications Equipment
EXLS,"ExlService Holdings, Inc.",IT Services
EXOXF,EXO U INC COM,Software
EXTR,"Extreme Networks, Inc",Communications Equipment
EZEN,Ezenia! Inc.,Software
EZTD,EZTD Inc,Internet Software & Services
FALC,"FalconStor Software, Inc.",Software
FARO,"FARO Technologies, Inc.","Electronic Equipment, Instruments & Components"
FB,Facebook Inc,Internet Software & Services
FCCN,Spectral Capital Corp,IT Services
FDBL,Friendable Inc,Software
FDC,First Data Corp,IT Services
FDIT,Findit Inc,Internet Software & Services
FEIM,"Frequency Electronics, Inc.","Electronic Equipment, Instruments & Components"
FENG,Phoenix New Media Ltd ADR,Internet Software & Services
FEYE,FireEye Inc,Software
FFIV,"F5 Networks, Inc.",Communications Equipment
FICO,Fair Isaac Corporation,Software
FIND,"FindEx.com, Inc.",Internet Software & Services
FIS,Fidelity National Information Servcs Inc,IT Services
FISV,Fiserv Inc,IT Services
FIT,Fitbit Inc,"Electronic Equipment, Instruments & Components"
FIVN,Five9 Inc,Internet Software & Services
FJTSY,Fujitsu Ltd (ADR),IT Services
FKWL,Franklin Wireless Corporation,Communications Equipment
FLEX,Flex Ltd,"Electronic Equipment, Instruments & Components"
FLIR,"FLIR Systems, Inc.","Electronic Equipment, Instruments & Components"
FLT,"FleetCor Technologies, Inc.",IT Services
FLXT,Flexpoint Sensor Systems,"Electronic Equipment, Instruments & Components"
FMAX,Full Spectrum Inc,Communications Equipment
FN,Fabrinet,"Electronic Equipment, Instruments & Components"
FNCX,FunctionX Inc,Internet Software & Services
FNDM,Fund.Com Inc,Internet Software & Services
FNJN,Finjan Holdings Inc,Software
FNSR,Finisar Corporation,Communications Equipment
FORM,"FormFactor, Inc.",Semiconductors & Semiconductor Equipment
FORR,"Forrester Research, Inc.",IT Services
FORTY,Formula Systems (1985) Ltd. (ADR),IT Services
FPLSF,5N PLUS INC,"Electronic Equipment, Instruments & Components"
FRTN,Fortran Corp,Communications Equipment
FSLR,"First Solar, Inc.",Semiconductors & Semiconductor Equipment
FTEO,FRONTEO Inc (ADR),IT Services
FTGFF,FIRAN TECHNOLOGY GROUP CORP,"Electronic Equipment, Instruments & Components"
FTNT,Fortinet Inc,Software
FUJIY,FUJIFILM Holdings Corp. (ADR),"Technology Hardware, Storage & Peripherals"
FUSZ,Nfusz Inc,Software
FZRO,Children's Internet Inc,Internet Software & Services
G,Genpact Limited,IT Services
GAWK,Gawk Inc,Internet Software & Services
GBSX,GBS Enterprises Inc,Software
GDDY,Godaddy Inc,Internet Software & Services
GDS,GDS Holdings Ltd - ADR,IT Services
GFGU,GetFugu Inc,Software
GGWY,Genie Gateway,Internet Software & Services
GIB,CGI Group Inc,IT Services
GIGA,"Giga-tronics, Incorporated","Electronic Equipment, Instruments & Components"
GILT,Gilat Satellite Networks Ltd.,Communications Equipment
GLAE,Glassbridge Enterprises Inc,"Technology Hardware, Storage & Peripherals"
GLOB,Globant SA,Software
GLOW,"Glowpoint, Inc.",Internet Software & Services
GLUU,Glu Mobile Inc.,Software
GLW,Corning Incorporated,"Electronic Equipment, Instruments & Components"
GMER,Good Gaming Inc,Software
GNRD,"General DataComm Industries, Inc.",Communications Equipment
GOCH,Geeks On Call Holdings Inc,IT Services
GOGO,Gogo Inc,Internet Software & Services
GOOGL,Alphabet Inc,Internet Software & Services
GOPH,Gopher Protocol Inc,Internet Software & Services
GPLA,GamePlan Inc,Internet Software & Services
GPN,Global Payments Inc,IT Services
GPTX,"Global Payment Technologies, Inc.","Technology Hardware, Storage & Peripherals"
GRDH,Guardian 8 Holdings,"Electronic Equipment, Instruments & Components"
GRUB,GrubHub Inc,Internet Software & Services
GRVY,"Gravity Co., LTD. (ADR)",Software
GSB,"GlobalSCAPE, Inc.",Software
GSIT,"GSI Technology, Inc.",Semiconductors & Semiconductor Equipment
GSUM,Gridsum Holding Inc - ADR,Software
GTT,GTT Communications Inc,Internet Software & Services
GVP,"GSE Systems, Inc.",Software
GWRE,Guidewire Software Inc,Software
HAUP,"Hauppauge Digital, Inc.","Technology Hardware, Storage & Peripherals"
HAWK,Blackhawk Network Holdings Inc,IT Services
HCKT,"The Hackett Group, Inc.",IT Services
HDP,Hortonworks Inc,Internet Software & Services
HICKA,Hickok Incorporated,"Electronic Equipment, Instruments & Components"
HIMX,"Himax Technologies, Inc. (ADR)",Semiconductors & Semiconductor Equipment
HIVE,Aerohive Networks Inc,Communications Equipment
HLIT,Harmonic Inc,Communications Equipment
HLIX,Helix TCS Inc,Software
HMNY,Helios and Matheson Analytics Inc,IT Services
HOLI,Hollysys Automation Technologies Ltd,"Electronic Equipment, Instruments & Components"
HPE,Hewlett Packard Enterprise Co,"Technology Hardware, Storage & Peripherals"
HPQ,HP Inc,"Technology Hardware, Storage & Peripherals"
HPTO,Hopto Inc,Software
HQCL,Hanwha Q Cells Co Ltd -ADR,Semiconductors & Semiconductor Equipment
HRS,Harris Corporation,Communications Equipment
HTHIY,"Hitachi, Ltd. (ADR)","Electronic Equipment, Instruments & Components"
HUBS,HubSpot Inc,Software
HUGE,Massive Interactive Inc,Software
HUTN,Hutn Inc,Internet Software & Services
HWSY,Hawk Systems Inc,Software
HYSR,HyperSolar Inc,Semiconductors & Semiconductor Equipment
IAC,IAC/InterActiveCorp,Internet Software & Services
IAIC,Information Analysis Incorporated,IT Services
IBIN,"IBSG International, Inc.",Software
IBM,International Business Machines Corp.,IT Services
IBSS,Integrated Business Sys. & Services Inc.,Software
ICHR,Ichor Holdings Ltd,Semiconductors & Semiconductor Equipment
ICLD,InterCloud Systems Inc,IT Services
ICRD,"International Card Establishment, Inc.",IT Services
IDCC,"InterDigital, Inc.",Communications Equipment
IDN,Intellicheck Inc,"Electronic Equipment, Instruments & Components"
IDOI,"IDO Security, Inc.","Electronic Equipment, Instruments & Components"
IDSY,"I.D. Systems, Inc.","Electronic Equipment, Instruments & Components"
IDTI,Integrated Device Technology Inc,Semiconductors & Semiconductor Equipment
IEC,IEC Electronics Corp,"Electronic Equipment, Instruments & Components"
IEHC,IEH Corporation,"Electronic Equipment, Instruments & Components"
IFNNY,Infineon Technologies AG (ADR),Semiconductors & Semiconductor Equipment
IFXY,Infrax Systems Inc,Communications Equipment
IGEN,IGEN Networks Corp,Communications Equipment
IGOI,"iGo, Inc.","Technology Hardware, Storage & Peripherals"
IICN,China Intelligence Information Syst Inc,Software
III,"Information Services Group, Inc.",IT Services
IIJI,Internet Initiative Japan Inc. (ADR),Internet Software & Services
IIN,IntriCon Corporation,"Electronic Equipment, Instruments & Components"
IIVI,"II-VI, Inc.","Electronic Equipment, Instruments & Components"
ILIM,Il2m International Corp,Internet Software & Services
IMCI,"Infinite Group, Inc.",IT Services
IMI,Intermolecular Inc,Semiconductors & Semiconductor Equipment
IMKI,Immediatek Inc,Internet Software & Services
IMMR,Immersion Corporation,"Technology Hardware, Storage & Peripherals"
IMOS,ChipMOS Technologies Inc - ADR,Semiconductors & Semiconductor Equipment
IMPV,Imperva Inc,Software
IMTC,Imogo Mobile Technologies Corp,Internet Software & Services
IMTL,Image Protect Inc,Internet Software & Services
INAP,Internap Corp,Internet Software & Services
INAR,InternetArray Inc,Internet Software & Services
INFN,Infinera Corp.,Communications Equipment
INFY,Infosys Ltd ADR,IT Services
INLX,Intellinetics Inc,Software
INOD,Innodata Inc,IT Services
INPHQ,Interphase Corporation,Communications Equipment
INPX,Inpixon,IT Services
INRD,Inrad Optics Inc,"Electronic Equipment, Instruments & Components"
INS,Intelligent Systems Corporation,Software
INSE,Inspired Entertainment Inc,Software
INSG,Inseego Corp,Communications Equipment
