Symbol,Company,Industry
CIR,"CIRCOR International, Inc.",Machinery
CITY,"Avalon Correctional Services, Inc.",Commercial Services & Supplies
CIWT,China Industrial Waste Management Inc.,Commercial Services & Supplies
CIX,CompX International Inc.,Commercial Services & Supplies
CKKFF,CORDY OILFIELD SVCS INC COM,Construction & Engineering
CLGPF,CLEAN SEED CAP GROUP LTD,Machinery
CLGZF,Hutech21,Air Freight & Logistics
CLH,Clean Harbors Inc,Commercial Services & Supplies
CLNFF,CALIAN GROUP LTD,Commercial Services & Supplies
CLWT,Euro Tech Holdings Company Ltd,Trading Companies & Distributors
CMCO,Columbus McKinnon Corp.,Machinery
CMI,Cummins Inc.,Machinery
CMRE,Costamare Inc,Marine
CMRE-B,Costamare Inc,Marine
CMRE-C,Costamare Inc,Marine
CMRE-D,Costamare Inc,Marine
CMRE-E,Costamare Inc,Marine
CNHI,CNH Industrial NV,Machinery
CNI,Canadian National Railway (USA),Road & Rail
CNRD,"Conrad Industries, Inc.",Machinery
COGT,Cogint Inc,Professional Services
COL,"Rockwell Collins, Inc.",Aerospace & Defense
COSLF,CO2 SOLUTIONS INC,Machinery
CP,Canadian Pacific Railway Limited (USA),Road & Rail
CPA,"Copa Holdings, S.A.",Airlines
CPQQ,China Power Equipment Inc,Electrical Equipment
CPRT,"Copart, Inc.",Commercial Services & Supplies
CPST,Capstone Turbine Corporation,Electrical Equipment
CR,Crane Co.,Machinery
CRAI,"CRA International, Inc.",Professional Services
CREG,China Recycling Energy Corp.,Commercial Services & Supplies
CRRSQ,Corporate Resource Services Inc,Professional Services
CRTG,Coretec Group Inc,Electrical Equipment
CSL,"Carlisle Companies, Inc.",Industrial Conglomerates
CSOL,"China Solar & Clean Energy Solns., Inc.",Electrical Equipment
CSQPF,CERVUS EQUIPMENT CORP,Trading Companies & Distributors
CSTE,Caesarstone Ltd,Building Products
CSTW,Central Steel & Wire Company,Trading Companies & Distributors
CSWI,CSW Industrials Inc,Building Products
CSX,CSX Corporation,Road & Rail
CTAS,Cintas Corporation,Commercial Services & Supplies
CTCC,City Capital Corp,Electrical Equipment
CUB,Cubic Corporation,Aerospace & Defense
CUO,Continental Materials Corporation,Building Products
CVA,Covanta Holding Corp,Commercial Services & Supplies
CVEO,Civeo Corp,Commercial Services & Supplies
CVGI,"Commercial Vehicle Group, Inc.",Machinery
CVOVQ,"Cenveo, Inc.",Commercial Services & Supplies
CVR,Chicago Rivet & Machine Co.,Machinery
CVTI,"Covenant Transportation Group, Inc.",Road & Rail
CVU,"CPI Aerostructures, Inc.",Aerospace & Defense
CW,Curtiss-Wright Corp.,Aerospace & Defense
CWLPF,CALDWELL PARTNERS INTL INC,Professional Services
CWSS,Creative Waste Solutions Inc,Commercial Services & Supplies
CWST,Casella Waste Systems Inc.,Commercial Services & Supplies
CWXZF,CANWEL BUILDING MATLS GP LTD,Trading Companies & Distributors
CXEE,China Xuefeng Environmental Eng Inc,Commercial Services & Supplies
CXIA,"Commodore Applied Technologies, Inc.",Commercial Services & Supplies
CYAP,Cyber Apps World Inc,Electrical Equipment
CYBL,Cyberlux Corp,Electrical Equipment
CYD,China Yuchai International Limited,Machinery
CYPW,Cyclone Power Technologies Inc,Electrical Equipment
DAC,Danaos Corporation,Marine
DAL,"Delta Air Lines, Inc.",Airlines
DBMG,DBM Global Inc,Construction & Engineering
DCAC,Daniels Corporate Advisory Co Inc,Professional Services
DCI,"Donaldson Company, Inc.",Machinery
DCIX,Diana Containerships Inc,Marine
DCO,Ducommun Incorporated,Aerospace & Defense
DDSU,"DDS Technologies USA, Inc.",Machinery
DE,Deere & Company,Machinery
DEWY,Dewey Electronics Corp,Electrical Equipment
DIAAF,Diamant Art Corporation (USA),Commercial Services & Supplies
DION,Dionics Inc,Commercial Services & Supplies
DLAKY,Deutsche Lufthansa AG (ADR),Airlines
DLHC,DLH Holdings Corp,Professional Services
DLPX,"Delphax Technologies, Inc.",Machinery
DLX,Deluxe Corporation,Commercial Services & Supplies
DNB,Dun & Bradstreet Corp,Professional Services
DNOW,NOW Inc,Trading Companies & Distributors
DNRG,Dominovas Energy Corp,Electrical Equipment
DOOR,Masonite International Corp,Building Products
DOV,Dover Corp,Machinery
DPW,DPW Holdings Inc,Electrical Equipment
DRNE,Drone Aviation Holding Corp,Aerospace & Defense
DRTTF,DIRTT ENVIRONMENTL SOLUTIONS,Building Products
DRWN,Quantum Medical Transport Inc,Professional Services
DRYS,DryShips Inc.,Marine
DSKE,Daseke Inc,Road & Rail
DSOX,Triton Emission Solutions Inc,Commercial Services & Supplies
DSX,Diana Shipping Inc,Marine
DSX-B,Diana Shipping Inc,Marine
DXPE,DXP Enterprises Inc,Trading Companies & Distributors
DY,"Dycom Industries, Inc.",Construction & Engineering
DYFSF,DYNACERT INC,Machinery
EAATF,EARTHWORKS INDUSTRIES INC,Commercial Services & Supplies
EAUI,"EAU Technologies, Inc.",Machinery
EAWD,Eurosport Active World Corp,Machinery
EBF,"Ennis, Inc.",Commercial Services & Supplies
EBODF,New Energy Exchange Ltd,Electrical Equipment
ECHO,"Echo Global Logistics, Inc.",Air Freight & Logistics
ECOL,US Ecology Inc,Commercial Services & Supplies
ECOP,Eco-Shift Power Corp,Trading Companies & Distributors
ECOS,Ecolocap Solutions Inc.,Electrical Equipment
EDHD,"Edd Helms Group, Inc.",Commercial Services & Supplies
EEI,Ecology and Environment,Commercial Services & Supplies
EESE,Energy and Environmental Services Inc,Professional Services
EESH,"EESTech, Inc.",Machinery
EFLVF,ELECTROVAYA INC,Electrical Equipment
EFOI,Energy Focus Inc,Electrical Equipment
EFTI,"EarthFirst Technologies, Inc.",Commercial Services & Supplies
EFX,Equifax Inc.,Professional Services
EGL,Engility Holdings Inc,Aerospace & Defense
EGLE,Eagle Bulk Shipping Inc.,Marine
EHIC,Ehi Car Services Ltd (ADR),Road & Rail
EIFZF,EXCHANGE INCOME CORP,Airlines
EKNL,EKO International Corp,Commercial Services & Supplies
ELED,ExeLED Holdings Inc,Electrical Equipment
EME,Emcor Group Inc,Construction & Engineering
EML,Eastern Co,Machinery
EMR,Emerson Electric Co.,Electrical Equipment
EMTC,Eagle Mountain Corp,Construction & Engineering
ENCC,Encompass Compliance Corp,Professional Services
ENCR,Ener-Core Inc,Electrical Equipment
ENIP,Endeavor IP Inc,Professional Services
ENPH,Enphase Energy Inc,Electrical Equipment
ENS,EnerSys,Electrical Equipment
ENTCF,ENTREC CORP,Road & Rail
EPEO,E' Prime Aerospace Corporation,Aerospace & Defense
ERII,"Energy Recovery, Inc.",Machinery
ERILF,EMPIRE INDUSTRIES LTD,Construction & Engineering
ERJ,Embraer SA (ADR),Aerospace & Defense
ESE,ESCO Technologies Inc.,Machinery
ESEA,Euroseas Ltd.,Marine
ESIV,Essential Innovations Technology Corp,Machinery
ESL,Esterline Technologies Corporation,Aerospace & Defense
ESLT,Elbit Systems Ltd,Aerospace & Defense
ESNC,EnSync Inc,Electrical Equipment
ESND,Essendant Inc,Commercial Services & Supplies
ESP,Espey Manufacturing & Electronics Corp.,Electrical Equipment
ETCC,Environmental Tectonics Corporation,Aerospace & Defense
ETN,Eaton Corporation PLC,Electrical Equipment
ETOLF,ENTERPRISE GROUP INC,Construction & Engineering
EVI,Envirostar Inc,Trading Companies & Distributors
EVSNF,Elbit Vision Systems Ltd.,Machinery
EVSP,Environmental Service Professional Inc.,Commercial Services & Supplies
EVSV,Enviro-Serv Inc,Commercial Services & Supplies
EVTN,Enviro Technologies Inc,Machinery
EWSI,E-Waste Systems Inc,Commercial Services & Supplies
EXCOF,EXCO TECHNOLOGIES LTD,Machinery
EXPD,Expeditors International of Washington,Air Freight & Logistics
EXPO,"Exponent, Inc.",Professional Services
EYTH,Eco Energy Tech Asia Ltd,Commercial Services & Supplies
FAST,Fastenal Company,Trading Companies & Distributors
FBHS,Fortune Brands Home & Security Inc,Building Products
FBM,Foundation Building Materials Inc,Trading Companies & Distributors
FBOP,AUGUSTA INDUSTRIES INC,Trading Companies & Distributors
FC,Franklin Covey Co.,Professional Services
FCEL,FuelCell Energy Inc,Electrical Equipment
FCN,"FTI Consulting, Inc.",Professional Services
FDFT,Foodfest International 2000 Inc,Commercial Services & Supplies
FDX,FedEx Corporation,Air Freight & Logistics
FELE,Franklin Electric Co.,Machinery
FERGY,Ferguson Plc (ADR),Trading Companies & Distributors
FIX,"Comfort Systems USA, Inc.",Construction & Engineering
FLOW,SPX Flow Inc,Machinery
FLR,Fluor Corporation (NEW),Construction & Engineering
FLS,Flowserve Corp,Machinery
FLUX,Flux Power Holdings Inc,Electrical Equipment
FLY,Fly Leasing Ltd(ADR),Trading Companies & Distributors
FNON,Mabwe Minerals Inc,Machinery
FNRG,ForceField Energy Inc,Trading Companies & Distributors
FREEF,FreeSeas Inc,Marine
FSS,Federal Signal Corporation,Machinery
FSTR,L.B. Foster Co,Machinery
FTAI,Fortress Transprtn and Infr Investrs LLC,Trading Companies & Distributors
FTEK,Fuel Tech Inc,Commercial Services & Supplies
FTV,Fortive Corp,Machinery
FWRD,Forward Air Corporation,Air Freight & Logistics
GAHC,Global Arena Holding Inc,Commercial Services & Supplies
GARB,Garb Oil & Power Corp,Commercial Services & Supplies
GATX,GATX Corporation,Trading Companies & Distributors
GBLL,Green Ballast Inc,Electrical Equipment
GBX,Greenbrier Companies Inc,Machinery
GCHT,GC China Turbine Corp.,Electrical Equipment
GD,General Dynamics Corporation,Aerospace & Defense
GDSI,Global Digital Solutions Inc,Aerospace & Defense
GE,General Electric Company,Industrial Conglomerates
GEECF,Global Environmental Energy Corp,Commercial Services & Supplies
GENC,"Gencor Industries, Inc. (DE)",Machinery
GEVI,"General Environmental Management, Inc.",Commercial Services & Supplies
GFF,Griffon Corporation,Building Products
GFN,General Finance Corporation,Trading Companies & Distributors
GFNCP,General Finance Corp,Trading Companies & Distributors
GGG,Graco Inc.,Machinery
GGII,Green Globe International Inc,Professional Services
GHM,Graham Corporation,Machinery
GKIT,Greenkraft Inc,Machinery
GLBS,Globus Maritime Ltd,Marine
GLDD,Great Lakes Dredge & Dock Corporation,Construction & Engineering
GLEC,Global Ecology Corp,Commercial Services & Supplies
GLPW,Global Power Equipment Group Inc,Electrical Equipment
GLUX,"Great Lakes Aviation, Ltd.",Airlines
GLYE,GlyEco Inc,Commercial Services & Supplies
GMS,GMS Inc,Trading Companies & Distributors
GNK,Genco Shipping & Trading Limited,Marine
GNRC,Generac Holdings Inc.,Electrical Equipment
GOGL,Golden Ocean Group Ltd,Marine
GOL,Gol Linhas Aereas Inteligentes SA (ADR),Airlines
GPRC,Guanwei Recycling Corp.,Commercial Services & Supplies
GPX,GP Strategies Corp,Professional Services
GRAM,Grana y Montero SAA (ADR),Construction & Engineering
GRC,Gorman-Rupp Co,Machinery
GRNO,Green Oasis Environmental Inc,Commercial Services & Supplies
GRPH,Graphite Corp,Electrical Equipment
GRPX,GreenPlex Services Inc,Professional Services
GSH,Guangshen Railway Co. Ltd (ADR),Road & Rail
GSIH,General Steel Holdings Inc,Trading Companies & Distributors
GSL,Global Ship Lease Inc,Marine
GSPT,Golden Star Enterprises Ltd,Aerospace & Defense
GTII,Global Tech Industries Group Inc,Commercial Services & Supplies
GTLS,"Chart Industries, Inc.",Machinery
GTSO,Green Technology Solutions Inc,Commercial Services & Supplies
GV,Goldfield Corp,Construction & Engineering
GVA,Granite Construction Inc.,Construction & Engineering
GWR,Genesee & Wyoming Inc,Road & Rail
GWW,W W Grainger Inc,Trading Companies & Distributors
HA,"Hawaiian Holdings, Inc.",Airlines
HBP,Huttig Building Products Inc,Trading Companies & Distributors
HCCI,"Heritage-Crystal Clean, Inc.",Commercial Services & Supplies
HCHC,HC2 Holdings Inc,Construction & Engineering
HCSG,"Healthcare Services Group, Inc.",Commercial Services & Supplies
HDIUF,HARDWOODS DISTRIBUTION INC,Trading Companies & Distributors
HDNG,Hardinge Inc.,Machinery
HDS,HD Supply Holdings Inc,Trading Companies & Distributors
HDSN,"Hudson Technologies, Inc.",Commercial Services & Supplies
HEAT,SmartHeat Inc,Machinery
HEBT,Hebron Technology Co Ltd,Machinery
HEES,"H&E Equipment Services, Inc.",Trading Companies & Distributors
HEI,Heico Corp,Aerospace & Defense
HERXF,HEROUX-DEVTEK INC,Aerospace & Defense
HFCO,Hydrogen Future Corp,Electrical Equipment
HGHN,Tec Technology Inc,Construction & Engineering
HI,"Hillenbrand, Inc.",Machinery
HIHO,Highway Holdings Limited,Machinery
HII,Huntington Ingalls Industries Inc,Aerospace & Defense
HIL,Hill International Inc,Professional Services
HIMR,Hollund Industrial Marine Inc,Machinery
HINOY,Hino Motors Ltd (ADR),Machinery
HLXW,Helix Wind Corp,Electrical Equipment
HMDPF,HAMMOND POWER SOLUTIONS INC,Electrical Equipment
HNI,HNI Corp,Commercial Services & Supplies
HOKUQ,Hoku Corporation,Electrical Equipment
HON,Honeywell International Inc.,Industrial Conglomerates
HPJ,Highpower International Inc,Electrical Equipment
HRI,Herc Holdings Inc,Trading Companies & Distributors
HSC,Harsco Corporation,Machinery
HSII,"Heidrick & Struggles International, Inc.",Professional Services
HSON,Hudson Global Inc,Professional Services
HSTH,"HS3 Technologies, Inc.",Commercial Services & Supplies
HTLD,"Heartland Express, Inc.",Road & Rail
HTZ,Hertz Global Holdings Inc,Road & Rail
HUBB,Hubbell Incorporated,Electrical Equipment
HUBG,Hub Group Inc,Air Freight & Logistics
HURC,"Hurco Companies, Inc.",Machinery
HURN,Huron Consulting Group,Professional Services
HWCC,Houston Wire & Cable Company,Trading Companies & Distributors
HXL,Hexcel Corporation,Aerospace & Defense
HY,Hyster-Yale Materials Handling Inc,Machinery
HYEG,Hydrogen Engine Center Inc,Machinery
HYGN,"HydroGenetics, Inc. (NDA)",Electrical Equipment
HYGS,Hydrogenics Corporation (USA),Electrical Equipment
HZNOF,HORIZON NORTH LOGISTICS INC,Commercial Services & Supplies
IAUS,"International Automated Systems, Inc.",Electrical Equipment
IBAL,International Baler Corporation,Machinery
ICBU,IMD Companies Inc,Machinery
ICFI,ICF International Inc,Professional Services
ICPBF,INSCAPE CORP,Commercial Services & Supplies
ICTSF,ICTS International N.V.,Transportation Infrastructure
IDSA,"Industrial Services of America, Inc.",Commercial Services & Supplies
IDVC,Infrastructure Developments Corp,Aerospace & Defense
IEP,Icahn Enterprises LP,Industrial Conglomerates
IESC,IES Holdings Inc,Construction & Engineering
IEVM,"Integrated Environmental Techno., Ltd.",Commercial Services & Supplies
IEX,IDEX Corporation,Machinery
IFHR,Rhino Human Resources Inc,Professional Services
IIIN,Insteel Industries Inc,Building Products
INFO,IHS Markit Ltd,Professional Services
INNI,Innovaro Inc,Professional Services
INOH,In Ovations Holdings Inc,Commercial Services & Supplies
INTX,Intersections Inc.,Commercial Services & Supplies
INWK,"InnerWorkings, Inc.",Commercial Services & Supplies
IPWG,"International Power Group, Ltd.",Commercial Services & Supplies
IPWR,Ideal Power Inc,Electrical Equipment
IR,Ingersoll-Rand PLC,Machinery
IRBL,InRob Tech Ltd,Aerospace & Defense
ISGI,International Safety Group Inc,Professional Services
ISON,Isonics Corporation,Commercial Services & Supplies
ISSC,Innovative Solutions & Support Inc,Aerospace & Defense
ITEX,ITEX Corporation,Commercial Services & Supplies
ITNM,"International Monetary Systems, Ltd.",Commercial Services & Supplies
ITT,ITT Inc,Machinery
ITW,Illinois Tool Works Inc.,Machinery
ITWG,International Wire Group Holdings Inc,Electrical Equipment
IXEH,IX Energy Holdings Inc,Electrical Equipment
JANL,Janel Corp,Air Freight & Logistics
JASN,Jason Industries Inc,Machinery
JBHT,J B Hunt Transport Services Inc,Road & Rail
JBLU,JetBlue Airways Corporation,Airlines
JBT,John Bean Technologies Corp,Machinery
JCI,Johnson Controls International PLC,Building Products
JCTCF,Jewett-Cameron Trading Company Ltd,Building Products
JEC,Jacobs Engineering Group Inc,Construction & Engineering
JELD,Jeld-Wen Holding Inc,Building Products
JOB,GEE Group Inc,Professional Services
JOBS,"51job, Inc. (ADR)",Professional Services
JPEX,JPX Global Inc,Commercial Services & Supplies
KAI,Kadant Inc.,Machinery
KAMN,Kaman Corporation,Trading Companies & Distributors
KAR,KAR Auction Services Inc,Commercial Services & Supplies
KBAL,Kimball International Inc,Commercial Services & Supplies
KBR,"KBR, Inc.",Construction & Engineering
KBRLF,K-BRO LINEN INC,Commercial Services & Supplies
KELYA,"Kelly Services, Inc.",Professional Services
KEX,Kirby Corporation,Marine
KEYW,KEYW Holding Corp.,Aerospace & Defense
KFRC,Kforce Inc.,Professional Services
KFY,Korn/Ferry International,Professional Services
KGET,G-Pel International Inc,Machinery
KGHI,Kaiser Group Holdings,Aerospace & Defense
KLXI,KLX Inc,Aerospace & Defense
KMT,Kennametal Inc.,Machinery
KMTUY,Komatsu Ltd (ADR),Machinery
KNL,Knoll Inc,Commercial Services & Supplies
KNOS,Kronos Advanced Technologies Inc.,Machinery
KNX,Knight-Swift Transportation Holdings Inc,Road & Rail
KOLR,"Kolorfusion International, Inc.",Commercial Services & Supplies
KOSK,One Step Vending Corp,Professional Services
KRNT,Kornit Digital Ltd,Machinery
KSHB,Kush Bottles Inc,Trading Companies & Distributors
KSU,Kansas City Southern,Road & Rail
KSU-,Kansas City Southern,Road & Rail
KTOS,"Kratos Defense & Security Solutions, Inc",Aerospace & Defense
KUBTY,Kubota Corp (ADR),Machinery
KWHIY,Kawasaki Heavy Industries Ltd (ADR),Machinery
LABL,Multi-Color Corporation,Commercial Services & Supplies
LAWS,"Lawson Products, Inc.",Trading Companies & Distributors
LAYN,Layne Christensen Company,Construction & Engineering
LDL,"Lydall, Inc.",Machinery
LECO,"Lincoln Electric Holdings, Inc.",Machinery
LII,Lennox International Inc.,Building Products
LIME,Lime Energy Co.,Electrical Equipment
LIQT,LiqTech International Inc,Machinery
LIWA,Lihua International Inc,Electrical Equipment
LKSD,LSC Communications Inc,Commercial Services & Supplies
LLL,L3 Technologies Inc,Aerospace & Defense
LMB,Limbach Holdings Inc,Construction & Engineering
LMT,Lockheed Martin Corporation,Aerospace & Defense
LMTI,"Laser Master Int'l, Inc.",Commercial Services & Supplies
LNN,Lindsay Corporation,Machinery
LRSV,Link Reservations Inc,Electrical Equipment
LSCG,Lighting Science Group Corporation,Electrical Equipment
LSTR,"Landstar System, Inc.",Road & Rail
LTBR,Lightbridge Corp,Professional Services
LTHUQ,Lithium Technology Corporation,Electrical Equipment
LTKBF,LOGISTEC CORP,Transportation Infrastructure
LTM,LATAM Airlines Group SA (ADR),Airlines
LTSC,Lightscape Technologies Inc.,Electrical Equipment
LUV,Southwest Airlines Co,Airlines
LXFR,Luxfer Holdings PLC,Machinery
